,Tweet,Retweets,Favorites,Friends,Descriptions,Followers,User_A,Created At
3244,RT @ThatAngryarmy: Do You Work in the Auto Industry? We Want to Hear From You. https://t.co/IF0jlynjTS #ClimateChange https://t.co/AEjoam4E…,4,0,554,"Governments are dragging their feet. AngryArmy & angry.tribe are on a mission - climate change info, calling out deniers & greenwashers & local green projects.",241,angryman113,2023-02-06 14:22:33
3245,"RT @SimeoniChri: Coastal risk assessment and #adaptation planning in the Apulia region.
Results from the online @MaCoBioS workshop with loc…",1,0,114,Phd Candidate in Science and Management of Climate Change at Ca’ Foscari University of Venice and  Euro-Mediterranean Center on Climate Change,25,ElenaAllegri1,2023-02-06 14:22:33
3246,"RT @GPforEducation: Education is the key to solving the climate crisis. But #ClimateChange threatens education financing.

@save_children,…",4,0,2679,"Let your dreams be bigger than your fears, your actions louder than your words, and your faith stronger than your feelings. #LeaveNoOneBehind @BeehiveEnfance",2415,Kioninadine,2023-02-06 14:22:23
3247,"RT @UNDP: Terms used to discuss #ClimateChange can be daunting.

That's why we've prepared an easy-to-understand resource for anyone wishin…",133,0,133,"No such thing as ""in my humble opinion."" Expensive onion, meron.",17,pompadoosh,2023-02-06 14:22:10
3248,Do You Work in the Auto Industry? We Want to Hear From You. https://t.co/IF0jlynjTS #ClimateChange https://t.co/AEjoam4Ebd,4,0,2234,AngryArmy is a social enterprise with a mission to combat climate change. We are committed to making a difference and are passionate about protecting our planet,1880,ThatAngryarmy,2023-02-06 14:22:04
3249,🎉 We have reached a 1000 learners on our new #MOOC about #Sustainability #ClimateChange ! We are incredibly happy t… https://t.co/iFwBQZKF7X,0,1,951,We support quality education at @UniLeiden with learning and innovation expertise. Formed when Centre for Innovation + ICLON Higher Education merged in 2023.,2860,LLInC_Leiden,2023-02-06 14:22:00
3250,"#ClimateChange is about the stupidity and money https://t.co/h9Ua1PiPSG #ClimateCrisis 
Ski resorts forced to shut… https://t.co/BzMIMS4yaN",0,1,674,"Think first, do after",564,bobhillbrain,2023-02-06 14:21:51
3251,"Coastal risk assessment and #adaptation planning in the Apulia region.
Results from the online @MaCoBioS workshop w… https://t.co/atHXG8cTcf",1,6,37,PhD candidate in Science and Management of Climate Change at @cafoscari | Junior Researcher at  @CmccClimate for the H2020  @macobios project,22,SimeoniChri,2023-02-06 14:21:13
3252,RT @kylepowyswhyte: Interested in #climatejustice and #climatechange action for Indigenous peoples- highly recommended! @aihec is recruitin…,46,0,135,Quechua & self-decolonizing 🦙reconnecting to ancestral foodways 🥔🌿 PhD student @ucsc • food sovereignty • critical environmental justice • her/ella #FirstGen,150,CrespoTriveno,2023-02-06 14:20:48
3253,"✨ New #Engineering opportunity:
 
💼 Senior Thermal/Mechanical Engineer at
🍀 Overview Energy @OverviewEnergy
📍 North… https://t.co/8nLX53alFw",0,1,272,"#1 Site for Climate and Climate Tech Careers!

Search ➙ Apply ➙ Get Hired & Make a Real Difference

#Climate #ClimateTech #ActOnClimate #ClimateJobs #ActNow",391,ClimateJobList,2023-02-06 14:20:35
3254,Feed the seeds your sow https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #ToryBudgetingTips,0,0,1393,#ClimateChange #freemusic #acousticmusic #NowPlaying #followback #ClimateAction #GTTO #ToriesOut,8355,wildbluethistle,2023-02-06 14:20:01
3255,"Social and environmental considerations have become a core driver in where people buy, with 67% of consumers lookin… https://t.co/ZBxy57Emts",0,0,1393,"The global sustainability space that connects the world’s most sustainable brands and projects. 

Official Event Publication for Sustainability LIVE.",6085,SustainabltyMag,2023-02-06 14:19:34
3256,"RT @SeasAtRisk: In the EU #BottomTrawling kills 1 m tonnes of #MarineLife as bycatch every year, 93.2% of EU discards. Removing these creat…",11,0,59,In love with the sea ...,3,its_monkey_toe,2023-02-06 14:19:21
3257,@NOAA has signed an MOU with the @ASCETweets to address climate change through building design and construction.… https://t.co/05HecWxO5t,0,0,3194,"The source for news and analysis of the federal government's people, personalities and policies. Published by Executive Mosaic: http://t.co/1CRzyo5g",4927,ExecutiveGov,2023-02-06 14:19:19
3258,"RT @GreensEFA: The indigenous Sámi people rely on the land &amp; wildlife for their cultural survival. 

But #ClimateChange &amp; industries threat…",19,0,332,Insight & Action Every Step of the Way !,33,pauline_murat,2023-02-06 14:18:31
3259,"RT @AbioticStress: Article by Wang et al @CasparChater @kewscience @NewPhyt @wileyplantsci

#Molecular evidence for adaptive #evolution of…",14,0,302,"We publish plant science and agriculture research and books. We’ll help you build your career, get published and connect you with the latest articles.",20912,wileyplantsci,2023-02-06 14:18:27
3260,"RT @Agrilinks: “... East African countries ... pay the highest price for #climatechange, as the longest period of failed rains ever recorde…",2,0,161,Food Security / Early Action: harnessing data and technology in the battle to stop climate shocks leading to hunger in pastoralist communities,373,jameel_observ,2023-02-06 14:17:54
3261,Non-Tesla Supercharger Pilot Program Expands To Australia https://t.co/TmDSd1cTVs #ElectricVehicles #Tesla #EV… https://t.co/oYhxvdnAyf,0,0,976,"Zulu, X-ray, Charlie etc... Enthusiastic EV driver & advocate. Failed techblogger. Failed YouTuber. I like yellow. Get your Elon's Song NFT here:",243,Zxcxz_xyz,2023-02-06 14:17:48
3262,RT @centre_alt_tech: This week #CATstudents are exploring the politics and economics of the environment. As part of this we will welcome so…,5,0,694,"Lecturer @centre_alt_tech. Human geographer. Sustainability, value, Arctic geographies, nature-culture relations, climate change, globalisation.",859,Samsaville,2023-02-06 14:17:11
3263,"RT @pur29876: @EU_Commission #climatechange the biggest #fraud in human history. 
#ClimateEmergency #ClimateCrisis #ClimateAction #ClimateS…",1,0,0,"Free thinker, not afraid to call out bullsh*t when I see it, MAGA!!, Patriot.",2610,climate_fact,2023-02-06 14:17:02
3264,Want to learn more about Argentina's initiatives on disaster displacement? Check out this policy brief on leading i… https://t.co/VTFKBqTuKc,2,3,533,"Asesor Regional, Latin America & Caribbean, Platform on Disaster Displacement @DDisplacement. Académico @comunidadUNACR",290,JuanCMendezB,2023-02-06 14:16:48
3265,"RT @NJWarriorgirl: Can’t make this shit up if you tried

#greenenergy #climatechange #windpower https://t.co/vu1WWtku2I",6,0,2241,Conservative,2143,bikerbd,2023-02-06 14:16:27
3266,"@EU_Commission #climatechange the biggest #fraud in human history. 
#ClimateEmergency #ClimateCrisis #ClimateAction… https://t.co/wVZwvJ5QOp",1,0,23,WHO Austritt jetzt !!,8,pur29876,2023-02-06 14:16:23
3267,"RT @AbioticStress: Review by @juanm_acien @candela_lab @MGGuzman20 @arbona_vicent @UJIuniversitat @IJMS_MDPI

From #Classical to Modern #Co…",6,0,8,"Your Bioinformatics tweets!  
🌎 🌍 🌏",6496,BinfoTrends,2023-02-06 14:16:01
3268,"RT @NJWarriorgirl: Can’t make this shit up if you tried

#greenenergy #climatechange #windpower https://t.co/vu1WWtku2I",6,0,3475,Patriot. Veteran. Entrepreneur.,939,JwemrJim,2023-02-06 14:15:25
3269,"Register now for #TTDC23! Global #transportation has been disrupted by #ClimateChange, #COVID19, &amp; the economy. Can… https://t.co/06iQopvkot",3,2,505,"The Transport sector at the World Bank works to develop a global vision, clear actions and goals for Sustainable Mobility",11787,WBG_Transport,2023-02-06 14:15:18
3270,"— perpetrated by particular sections of #humanity over others? 

So who, or what is to #blame is really to blame fo… https://t.co/UuI5VYzJdi",0,0,1103,"#Democracy is the face of a #layman
Democracy represents the #idea of a #nation 
Don't spoil it for #personal #riches & #Grudges

RT, QT and Likes ≠ endorsment.",626,ReddySalina,2023-02-06 14:15:11
3271,"Why It’s #Wrong to #Blame ‘#Humanity’ in the #Abstract for #ClimateChange

It’s widely #accepted that #humans are d… https://t.co/Kmr4wv6EmF",0,0,1103,"#Democracy is the face of a #layman
Democracy represents the #idea of a #nation 
Don't spoil it for #personal #riches & #Grudges

RT, QT and Likes ≠ endorsment.",626,ReddySalina,2023-02-06 14:15:10
3272,"RT @MN_350: ""Addressing the ag industry’s impact on #ClimateChange is crucial to making all of our systems more sustainable. Federal fundin…",3,0,226,,102,MissNoir29,2023-02-06 14:15:03
3273,"RT @wellcometrust: In this #ClimateChange map, you can explore the data behind years of devastating drought in Brazil or witness the shocki…",4,0,895,"History, vaginas, environment, A&I, things that make me laugh. MA in #histsex Feminist. Irish. I work for @I_W_M (Views my own). Support @vagina_museum. she/her",3237,dididrama,2023-02-06 14:15:02
3274,"RT @TheFloodHub: We have extended our #KS2 education package📚✏️

In addition to our #flooding lessons, we now have a #ClimateChange educati…",7,0,1174,Easy to laugh,83,sallyann1967,2023-02-06 14:14:54
3275,"RT @HullioSikandar: Under the UN Framework Convention on #ClimateChange, the government has agreed that, by 2030, of the total number of ne…",5,0,1113,SMIU | Software Eng | Digital Creator |Graphic Designer,856,Huza_if_a,2023-02-06 14:14:29
3276,"RT @NJWarriorgirl: Can’t make this shit up if you tried

#greenenergy #climatechange #windpower https://t.co/vu1WWtku2I",6,0,11401,"I believe in our inspired Constitution. Mayflower Winslows, greatx5 Grandpa was Thomas Jefferson's childhood tutor. Pronouns: deez/dem/dere DMs=Blocked",11512,sodagrrl,2023-02-06 14:14:16
3277,"RT @NJWarriorgirl: Can’t make this shit up if you tried

#greenenergy #climatechange #windpower https://t.co/vu1WWtku2I",6,0,2459,"Fed up mom, stuck in NJ. “Evil prevails when good men do nothing.” #MomsForLiberty",1604,ChristinaMB122,2023-02-06 14:13:47
3278,RT @ZLabe: An update to the clever visualization for communicating long-term trends versus short-term variability in the global temperature…,417,0,1078,"BBC ScienceInAction. https://t.co/uv70IKSYne…
'Best Radio Journalism of the Pandemic so far' - UK Press Gazette
EuroGeosciences Angela Croome Award 2021",2865,PeaseRoland,2023-02-06 14:13:45
3279,"RT @PCarterClimate: 3 TIPPING POINT PAPERS WARMING MUST GET BACK TO 1.2°C
To avoid multiple cascading irreversible tipping points-global wa…",73,0,193,,83,AOK_17,2023-02-06 14:13:40
3280,"RT @PlasticsWar: Entanglement in plastic debris can lead to starvation and suffocation, while ingestion of plastic particles can cause dige…",12,0,645,,57,lefilscotier,2023-02-06 14:13:27
3281,"RT @CCLHouston: ""2022’s billion $ disasters: #ClimateChange helped make it US’s 3rd most expensive year on record""

""weather disasters are…",5,0,85790,"#A̷c̷t̷O̷n̷C̷l̷i̷m̷a̷t̷e̷🔥ₛ𝄴ᵢₑₙ𝄴ₑ🧬#𝕖𝕟𝕧𝕚𝕣𝕠𝕟𝕞𝕖𝕟𝕥🌲🐝

🌊#Blue #wtp𝔼𝔸ℝ𝕋ℍ🌍#S̅o̅l̅a̅r🌞#E̷l̷e̷c̷t̷r̷i̷f̷y̷ ⚡

#R̅e̅n̅e̅w̅a̅b̅l̅e̅s̅💨#Nature #ECO",88251,OrbPlanet,2023-02-06 14:13:20
3282,"RT @MyZeroCarbon: #free online event via @ClimatePartner

 Communicating #ClimateAction- 14th February 2023 

https://t.co/Hq9TF89Gt5 

#ho…",4,0,5161,Soluciones basadas en la Naturaleza para la resiliencia climática. Nature-based solutions for climate resilience.,9428,sbnclima,2023-02-06 14:13:08
3283,"RT @HUAWEI_TECH4ALL: Committed to protecting our one home🌏 

We placed on @CDP's A-list for #ClimateChange action. Learn how we're developi…",121,0,8106,जीवन मै संघर्ष यदि न हो तो शेरों को जीना भी मुश्किल लगता है.,15130,rameshsaini089,2023-02-06 14:12:59
3284,"RT @CCLHouston: ""2022’s billion $ disasters: #ClimateChange helped make it US’s 3rd most expensive year on record""

""weather disasters are…",5,0,5007,"Mother of 4 beautiful kids

Brilliantly Independent",2124,LadyLisaDCantu1,2023-02-06 14:12:47
3285,RT @eRA_Curator: @PremiumCrops @Rothamsted @Yara_UK Soil temperatures at Rothamsted have been steadily rising since the 1960s https://t.co/…,1,0,1188,"Premium Crops are the UK's leading specialist arable merchants.
Follow for all the latest news in the niche cropping world.",1784,PremiumCrops,2023-02-06 14:12:39
3286,"RT @BarnetCouncil: Our BarNET ZERO E-bulletin provides you with sustainability news, funding opportunities and support - as well as the cha…",3,0,1523,"Passionate about nature & the world around us. Advisor on circular economy, waste & a Climate Reality Leader. Retweets are for info, not necessarily endorsement",445,discoveryanc,2023-02-06 14:12:05
3287,The Heartland Institute is a #freemarket #thinktank/ 'charity' in Chicago at the forefront of denying the… https://t.co/ngtivz9B8j,0,1,10691,"🌎Fighting #disinfo / #misinfo on the #ClimateCrisis, #vaccines and #Science.📚 #ClimateAction #BLM #COVID19😷☣️ He/Him",11063,ScienceNotDogma,2023-02-06 14:12:04
3288,"RT @IUCN: How can we ensure Nature-based Solutions are effective against global challenges such as #ClimateChange and biodiversity loss?

T…",24,0,11,Founder of DarNature and Author of Supu ya Elimu. 📞+255784339293,1,MkwizuYassin,2023-02-06 14:12:04
3289,"RT @wellcometrust: In this #ClimateChange map, you can explore the data behind years of devastating drought in Brazil or witness the shocki…",4,0,551,,200,y1n9y1n9,2023-02-06 14:11:16
3290,"RT @UNDP: Terms used to discuss #ClimateChange can be daunting.

That's why we've prepared an easy-to-understand resource for anyone wishin…",133,0,5161,Soluciones basadas en la Naturaleza para la resiliencia climática. Nature-based solutions for climate resilience.,9428,sbnclima,2023-02-06 14:11:08
3291,"RT @AOSISFellowship: Meet @dichelaptuch from #Palau 🇵🇼-""It is incredibly vital for us, the youth of today in many small island states, to b…",18,0,300,"The Alliance of Small Island States is currently chaired by Samoa 🇼🇸 @SamoaUN 
#SIDSLead #IslandsLead #SIDSMatter 
 Follow us on Instagram @aosis_chair",7899,AOSISChair,2023-02-06 14:09:35
3292,RT @prchoudhury: Local communities who steward forests &amp; respond first to #climatechange must have just stake in fast expanding #carbon &amp; #…,5,0,44,,86,Baitarani_,2023-02-06 14:08:53
3293,RT @PeteRagno: Thanks to #IDSC for the opportunity to present Egypt’s report on Children’s Climate Risk Index (CCRI) during their symposium…,1,0,161,UNICEF has been supporting children's rights in Egypt since 1952 يونيسف تعمل علي دعم حقوق الأطفال في مصر منذ عام 1952,56119,UNICEF_Egypt,2023-02-06 14:08:17
3294,"Birds in Flight, Ashbourne, Co. Meath.   Happy Bank Holiday Weekend.    #climatechange      #globalwarming    #art… https://t.co/KdYod4L5g0",0,1,45,"Business Advice & Consultancy Services
MSc in Business Management
https://t.co/lZYuSc3bDf",76,EamonnPaul,2023-02-06 14:07:55
